iter	Logloss
123	0.009112462044
124	0.009079232432
125	0.008987291363
126	0.008928545912
127	0.008861395426
128	0.00883481691
129	0.008734163251
130	0.008659407312
131	0.008579112603
132	0.008510668043
133	0.008468526841
134	0.008380777317
135	0.008357521718
136	0.008292723634
137	0.008259076336
138	0.008226670016
139	0.008163555343
140	0.008109873861
141	0.008081639687
142	0.008062928281
143	0.008000040158
144	0.007926121845
145	0.007852945279
146	0.007837326177
147	0.007779223781
148	0.007698391567
149	0.00763738518
150	0.007599115824
151	0.007581290642
152	0.007506907168
153	0.007456563674
154	0.007421245473
155	0.007351569475
156	0.007323853966
157	0.007311940204
158	0.00729313678
159	0.00727693217
160	0.00718610298
161	0.007125416751
162	0.007088572493
163	0.007051321488
164	0.007017657738
165	0.006982968989
166	0.006922124274
167	0.006904822547
168	0.00686311363
169	0.006800705391
170	0.006781482429
171	0.006734048308
172	0.006717651585
173	0.006675159624
174	0.006650692837
175	0.006601455136
176	0.006577697242
177	0.006539043063
178	0.006519193225
179	0.006487702353
180	0.006467713079
181	0.006424307377
182	0.006381773538
183	0.006370153113
184	0.006356772938
185	0.006318232286
186	0.006281988527
187	0.006271736151
188	0.006261819595
189	0.006223494791
190	0.006208942583
191	0.006179330101
192	0.006150097837
193	0.006120035476
194	0.006101144924
195	0.00606385557
196	0.006055506622
197	0.006044781331
198	0.006016548675
199	0.005950871143
200	0.005899907184
201	0.005878261913
202	0.005860718419
203	0.005834547722
204	0.00578922066
205	0.005773705038
206	0.005737082936
207	0.005722869219
208	0.005705746772
209	0.005669549247
210	0.005659119333
211	0.00563422413
212	0.005584839207
213	0.005560955248
214	0.005533935172
215	0.005514593562
216	0.005506822457
217	0.005496849863
218	0.005489014311
219	0.005462246251
220	0.005436393018
221	0.00542841957
222	0.005407876379
223	0.005388106787
224	0.005362371578
225	0.005334975722
226	0.005318338481
227	0.005286842982
228	0.005250415346
229	0.005218348919
230	0.005187052913
231	0.005165461428
232	0.005154063254
233	0.005140837472
234	0.005138243768
235	0.005119593821
236	0.005081387232
237	0.005065605613
238	0.005040963145
239	0.00501797932
240	0.004999769522
241	0.004966865807
242	0.004946131789
243	0.004937019221
244	0.004898889998
245	0.0048889747
246	0.004828034344
247	0.00480692776
248	0.004787246693
249	0.004769904452
250	0.004756020771
251	0.004750622876
252	0.004737788026
253	0.004712876948
254	0.004692140893
255	0.004686287563
256	0.004665228705
257	0.004632766778
258	0.004623715733
259	0.004583112526
260	0.00455306392
261	0.004545972336
262	0.004539805325
263	0.00453365994
264	0.00451683409
265	0.004512018305
266	0.004491599028
267	0.004485359748
268	0.004464789211
269	0.004458617974
270	0.004453203445
271	0.004449514902
272	0.004433013293
273	0.00442367567
274	0.004412001163
275	0.004381920555
276	0.004366660894
277	0.00436022583
278	0.00435093902
279	0.004335648177
280	0.004313885313
281	0.004286478653
282	0.004286476291
283	0.00428010226
284	0.004273682355
285	0.00426205709
286	0.004238597339
287	0.00420905696
288	0.004188626759
289	0.004173489793
290	0.004148032093
291	0.004130604119
292	0.004117831915
293	0.004111184968
294	0.004085487751
295	0.004055840081
296	0.00404094216
297	0.004030829642
298	0.004025908396
299	0.004025902171
300	0.004020351365
301	0.004016080499
302	0.003996555027
303	0.0039854801
304	0.003976775169
305	0.003967393201
306	0.003963059187
307	0.003951197937
308	0.003940703853
309	0.003921201831
310	0.003902056554
311	0.003894273599
312	0.003883190309
313	0.003860717183
314	0.003845649399
315	0.003835946953
316	0.003832691042
317	0.003829533133
318	0.003815735111
319	0.003783606116
320	0.003783602843
321	0.003781537975
322	0.003768010336
323	0.003763426045
324	0.003736916526
325	0.0037317461
326	0.00371443656
327	0.00369611906
328	0.003670013973
329	0.003655473908
330	0.003647843217
331	0.003627220321
332	0.003608756442
333	0.003593055408
334	0.003556101364
335	0.003551578521
336	0.00355155755
337	0.003546143728
338	0.003541101655
339	0.003534867924
340	0.003530712053
341	0.003530688341
342	0.00351613255
343	0.003493430345
344	0.003489149793
345	0.003479658493
346	0.003459378575
347	0.003455178545
348	0.00343655437
349	0.003419466914
350	0.003406311585
351	0.003389079362
352	0.003375489158
353	0.003372644166
354	0.003322403814
355	0.00329522232
356	0.003292474758
357	0.003270223142
358	0.003252433946
359	0.003246386359
360	0.003234081224
361	0.00321790876
362	0.003217872725
363	0.003208719405
364	0.00320871514
365	0.00320718909
366	0.00320718208
367	0.003202026661
368	0.00319559921
369	0.003189966339
370	0.003188492054
371	0.003184729618
372	0.003179865689
373	0.003177802926
374	0.00317209578
375	0.003146119089
376	0.003143468155
377	0.003139240416
378	0.003133865839
379	0.003128814725
380	0.003113402475
381	0.00310730648
382	0.00310730648
383	0.003107301893
384	0.003107298159
385	0.003104160705
386	0.003101284662
387	0.003094615826
388	0.003087250557
389	0.003081823637
390	0.003076593074
391	0.003066671037
392	0.00305619018
393	0.003048691385
394	0.003048682736
395	0.003048680509
396	0.003048679853
397	0.003048676053
398	0.003048672324
399	0.003048671533
400	0.003048668382
401	0.003048666875
402	0.003048663992
403	0.003048664784
404	0.00304866177
405	0.003048642181
406	0.003048636475
407	0.0030486243
408	0.003048618987
409	0.003048606997
410	0.003048601565
411	0.003048596973
412	0.003048594877
413	0.003048577443
414	0.003048570307
415	0.003048569783
416	0.003048565131
417	0.003048564083
418	0.003048562118
419	0.003048544493
420	0.003048535779
421	0.003048534928
422	0.003048531455
423	0.003048530079
424	0.003048516255
425	0.003048512848
426	0.003048510751
427	0.003048507345
428	0.003048505707
429	0.003048504658
430	0.003048504658
431	0.003048504658
432	0.003048504658
433	0.003048504658
434	0.003048504658
435	0.003048504658
436	0.003048504658
437	0.003048504658
438	0.003048504658
439	0.003048504658
440	0.003048504658
441	0.003048504658
442	0.003048504658
443	0.003048504658
444	0.003048504658
445	0.003048504658
446	0.003048504658
447	0.003048504658
448	0.003048504658
449	0.003048504658
450	0.003048504658
451	0.003048504658
452	0.003048504658
453	0.003048504658
454	0.003048504658
455	0.003048504658
456	0.003048504658
457	0.003048504658
458	0.003048504658
459	0.003048504658
460	0.003048504658
461	0.003048504658
462	0.003048504658
463	0.003048504658
464	0.003048504658
465	0.003048504658
466	0.003048504658
467	0.003048504658
468	0.003048504658
469	0.003048504658
470	0.003048504658
471	0.003048504658
472	0.003048504658
473	0.003048504658
474	0.003048504658
475	0.003048504658
476	0.003048504658
477	0.003048504658
478	0.003048504658
479	0.003048504658
480	0.003048504658
481	0.003048504658
482	0.003048504658
483	0.003048504658
484	0.003048504658
485	0.003048504658
486	0.003048504658
487	0.003048504658
488	0.003048504658
489	0.003048504658
490	0.003048504658
491	0.003048504658
492	0.003048504658
493	0.003048504658
494	0.003048504658
495	0.003048504658
496	0.003048504658
497	0.003048504658
498	0.003048504658
499	0.003048504658
